,price,min_to_metro,total_area,living_area,floor,number_of_floors,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms,living_area_ratio,average_room,highness,ВАО,ЗАО,САО,СВАО,СЗАО,ЦАО,ЮАО,ЮВАО,ЮЗАО
22,21743843.0,2.8903717578961645,3.977810745966149,3.8310215329737995,2.4849066497880004,3.4011973816621555,7.613324979540639,1.0,0.0,2.87,2.0,0.8608705472876894,22.554808338937463,0.3448275862068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,33273400.0,2.995732273553991,4.28771595520264,3.8310215329737995,2.5649493574615367,3.091042453358316,7.6128310304073565,1.0,0.0,3.0,2.0,0.6282676417531327,22.554808338937463,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,30033280.0,2.995732273553991,4.216562194946349,3.8310215329737995,2.772588722239781,3.1354942159291497,7.6128310304073565,1.0,0.0,3.0,2.0,0.6752936628424391,22.554808338937463,0.6363636363636364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,53950000.0,2.1972245773362196,4.298645025734831,3.8310215329737995,2.3978952727983707,2.6390573296152584,7.6128310304073565,1.0,0.0,3.0,2.0,0.621344582339875,22.554808338937463,0.6923076923076923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,44072325.0,3.258096538021482,4.249922794040544,3.2809112157876537,2.3978952727983707,2.833213344056216,7.6128310304073565,1.0,0.0,3.15,2.0,0.37047756874095517,12.8,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,39655200.0,2.995732273553991,4.401829261970061,4.119037174812473,3.367295829986474,3.4965075614664802,7.6128310304073565,1.0,0.0,3.0,2.0,0.750620347394541,30.25,0.84375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,27000000.0,1.791759469228055,4.005513348515485,3.8310215329737995,3.2188758248682006,3.1780538303479458,7.6128310304073565,1.0,0.0,3.23,2.0,0.8369131109067705,22.554808338937463,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,29476161.0,2.3978952727983707,3.822098297900159,2.8154087194227095,3.258096538021482,3.367295829986474,7.612336837167746,1.0,0.0,3.12,2.0,0.3512304250559284,7.85,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,35957040.0,1.791759469228055,4.158101528024852,3.8310215329737995,3.6635616461296463,4.060443010546419,7.613324979540639,1.0,0.0,2.9,2.0,0.716594387257743,22.554808338937463,0.6491228070175439,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,23700000.0,2.5649493574615367,4.034240638152395,3.292126286607793,1.6094379124341003,3.8918202981106265,7.613324979540639,1.0,0.0,3.035314937012598,2.0,0.4666666666666666,12.95,0.0625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,40420000.0,3.367295829986474,4.251348311031766,3.3068867021909143,2.70805020110221,2.70805020110221,7.611842399580417,1.0,0.0,3.0,2.0,0.3800578034682081,13.15,0.9285714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,16200000.0,2.4849066497880004,3.7796338173824005,2.760009940032921,3.4657359027997265,3.5263605246161616,7.6128310304073565,1.0,0.0,3.035314937012598,2.0,0.3457943925233645,7.4,0.9090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
